payment_id,order_id,payment_method,payment_status,paid_amount,transaction_fee,payment_date
PAY00007080,ORD0007080,Credit Card,Success,19934.62,23.1,2023-07-10
PAY00007081,ORD0007081,Credit Card,Success,67008.71,42.29,2024-08-21
PAY00007082,ORD0007082,Credit Card,Success,111279.8,33.39,2024-05-25
PAY00007083,ORD0007083,Debit Card,Success,28810.77,11.34,2021-09-10
PAY00007084,ORD0007084,Wallet,Success,78699.63,28.56,2021-12-14
PAY00007085,ORD0007085,UPI,Success,18113.65,0.0,2022-05-10
PAY00007086,ORD0007086,Wallet,Success,71106.73,6.12,2020-01-14
PAY00007087,ORD0007087,UPI,Success,76837.57,0.0,2023-02-18
PAY00007088,ORD0007088,Credit Card,Success,56967.6,10.3,2021-04-30
PAY00007089,ORD0007089,Debit Card,Success,42716.76,26.24,2021-01-28
PAY00007090,ORD0007090,UPI,Failed,30006.95,0.0,2020-08-28
PAY00007091,ORD0007091,Debit Card,Success,36105.88,28.84,2022-12-25
PAY00007092,ORD0007092,Credit Card,Success,59394.71,47.42,2020-07-17
PAY00007093,ORD0007093,Credit Card,Success,45003.74,20.54,2023-06-21
PAY00007094,ORD0007094,Debit Card,Success,39691.16,18.85,2022-01-15
PAY00007095,ORD0007095,Wallet,Success,66264.6,41.87,2024-04-11
PAY00007096,ORD0007096,UPI,Success,43050.68,0.0,2023-01-10
PAY00007097,ORD0007097,Netbanking,Success,41102.23,21.85,2022-11-07
PAY00007098,ORD0007098,Debit Card,Success,77872.36,48.23,2021-03-26
PAY00007099,ORD0007099,Debit Card,Success,151276.33,34.5,2022-08-10
PAY00007100,ORD0007100,UPI,Failed,5566.74,0.0,2024-04-27
PAY00007101,ORD0007101,Debit Card,Success,61355.63,30.55,2023-07-09
PAY00007102,ORD0007102,Credit Card,Success,124990.26,8.43,2023-09-12
PAY00007103,ORD0007103,Cash on Delivery,Success,26585.7,35.83,2021-03-06
PAY00007104,ORD0007104,Credit Card,Success,87933.48,41.3,2021-07-22
PAY00007105,ORD0007105,Wallet,Success,79195.22,37.76,2020-04-21
PAY00007106,ORD0007106,Credit Card,Success,89894.26,10.12,2021-02-02
PAY00007107,ORD0007107,Wallet,Success,53874.0,28.89,2020-08-22
PAY00007108,ORD0007108,Netbanking,Success,105293.16,11.39,2024-06-23
PAY00007109,ORD0007109,UPI,Success,7540.32,0.0,2020-11-05
PAY00007110,ORD0007110,Netbanking,Success,19659.75,48.83,2023-11-07
PAY00007111,ORD0007111,UPI,Success,126498.64,0.0,2022-09-01
PAY00007112,ORD0007112,Credit Card,Success,90240.64,12.1,2022-10-18
PAY00007113,ORD0007113,Wallet,Success,8528.63,22.07,2020-12-27
PAY00007114,ORD0007114,Credit Card,Success,38354.2,26.65,2020-11-23
PAY00007115,ORD0007115,Credit Card,Success,48332.24,29.61,2023-10-04
PAY00007116,ORD0007116,Wallet,Success,53209.68,25.56,2020-03-30
PAY00007117,ORD0007117,UPI,Success,102047.39,0.0,2020-04-20
PAY00007118,ORD0007118,Wallet,Refunded,94320.28,27.38,2023-08-15
PAY00007119,ORD0007119,Debit Card,Success,13205.38,49.72,2022-01-17
PAY00007120,ORD0007120,UPI,Success,60371.7,0.0,2021-08-10
PAY00007121,ORD0007121,Debit Card,Success,103338.67,39.37,2021-03-05
PAY00007122,ORD0007122,Credit Card,Success,36301.91,43.12,2022-06-09
PAY00007123,ORD0007123,UPI,Success,13982.68,0.0,2021-06-02
PAY00007124,ORD0007124,Credit Card,Failed,20050.84,15.64,2021-11-16
PAY00007125,ORD0007125,Credit Card,Success,121544.23,14.34,2023-06-19
PAY00007126,ORD0007126,Credit Card,Success,79167.79,12.01,2024-07-06
PAY00007127,ORD0007127,UPI,Success,21188.2,0.0,2024-04-05
PAY00007128,ORD0007128,Debit Card,Success,1918.94,42.05,2022-07-21
PAY00007129,ORD0007129,UPI,Success,26211.63,0.0,2020-03-31
PAY00007130,ORD0007130,Credit Card,Success,18055.22,45.82,2020-08-03
PAY00007131,ORD0007131,Credit Card,Success,51361.62,16.56,2024-02-26
PAY00007132,ORD0007132,UPI,Success,185100.61,0.0,2020-04-21
PAY00007133,ORD0007133,Credit Card,Success,74419.37,33.75,2023-01-07
PAY00007134,ORD0007134,Debit Card,Failed,19485.82,27.55,2020-12-26
PAY00007135,ORD0007135,Debit Card,Failed,101343.38,36.91,2020-11-21
PAY00007136,ORD0007136,Credit Card,Success,112456.66,30.88,2024-05-29
PAY00007137,ORD0007137,Wallet,Success,30318.98,42.04,2020-03-03
PAY00007138,ORD0007138,UPI,Failed,1339.94,0.0,2022-09-22
PAY00007139,ORD0007139,Credit Card,Success,57529.19,23.94,2022-11-23
PAY00007140,ORD0007140,Credit Card,Success,71672.85,37.66,2020-08-29
PAY00007141,ORD0007141,Credit Card,Success,37637.6,38.07,2020-05-28
PAY00007142,ORD0007142,UPI,Refunded,39793.49,0.0,2021-04-28
PAY00007143,ORD0007143,Netbanking,Refunded,32836.69,24.84,2024-01-19
PAY00007144,ORD0007144,UPI,Success,31595.89,0.0,2022-07-02
PAY00007145,ORD0007145,Debit Card,Success,52498.64,34.03,2023-04-29
PAY00007146,ORD0007146,Netbanking,Success,54550.9,48.91,2023-04-04
PAY00007147,ORD0007147,Credit Card,Success,47911.61,27.14,2021-11-01
PAY00007148,ORD0007148,Credit Card,Success,136776.45,29.2,2022-05-09
PAY00007149,ORD0007149,Wallet,Success,11373.99,31.87,2021-02-15
PAY00007150,ORD0007150,Credit Card,Success,78007.82,47.36,2024-03-12
PAY00007151,ORD0007151,Credit Card,Success,93320.0,45.36,2023-10-22
PAY00007152,ORD0007152,Debit Card,Success,78436.21,30.92,2021-11-01
PAY00007153,ORD0007153,Wallet,Success,21178.91,22.96,2021-04-19
PAY00007154,ORD0007154,Debit Card,Success,18009.95,33.77,2024-05-17
PAY00007155,ORD0007155,Debit Card,Success,13353.89,13.45,2020-08-14
PAY00007156,ORD0007156,Netbanking,Success,61139.21,39.4,2021-10-31
PAY00007157,ORD0007157,Credit Card,Success,100811.88,13.99,2021-04-12
PAY00007158,ORD0007158,Credit Card,Success,92810.46,33.03,2020-07-23
PAY00007159,ORD0007159,Credit Card,Success,63010.77,15.99,2021-05-01
PAY00007160,ORD0007160,Debit Card,Success,83477.1,48.34,2024-02-21
PAY00007161,ORD0007161,Credit Card,Success,76645.62,33.37,2022-04-28
PAY00007162,ORD0007162,Credit Card,Success,18811.88,46.3,2021-02-14
PAY00007163,ORD0007163,Netbanking,Success,58812.13,43.8,2022-02-11
PAY00007164,ORD0007164,Credit Card,Success,116503.67,36.3,2021-03-28
PAY00007165,ORD0007165,UPI,Success,46371.33,0.0,2020-05-31
PAY00007166,ORD0007166,Debit Card,Success,125633.13,46.15,2022-08-25
PAY00007167,ORD0007167,Credit Card,Success,66843.35,28.24,2023-04-15
PAY00007168,ORD0007168,Credit Card,Success,12896.25,41.34,2022-09-22
PAY00007169,ORD0007169,Credit Card,Success,30214.67,11.45,2020-04-24
PAY00007170,ORD0007170,Debit Card,Success,63183.78,27.92,2022-06-13
PAY00007171,ORD0007171,Credit Card,Success,21546.87,25.76,2020-10-23
PAY00007172,ORD0007172,Debit Card,Success,112022.4,22.82,2021-03-19
PAY00007173,ORD0007173,Debit Card,Success,19036.06,14.42,2023-06-05
PAY00007174,ORD0007174,Credit Card,Success,67241.94,12.22,2022-07-22
PAY00007175,ORD0007175,Wallet,Success,48475.14,44.94,2021-01-01
PAY00007176,ORD0007176,UPI,Success,69905.91,0.0,2022-03-04
PAY00007177,ORD0007177,Credit Card,Success,29028.26,49.28,2022-02-07
PAY00007178,ORD0007178,Debit Card,Success,103950.78,8.53,2020-10-07
PAY00007179,ORD0007179,Netbanking,Success,39492.2,41.01,2022-07-28
PAY00007180,ORD0007180,UPI,Success,86027.42,0.0,2024-01-14
PAY00007181,ORD0007181,Credit Card,Success,26550.17,7.89,2021-02-02
PAY00007182,ORD0007182,Credit Card,Success,21410.0,18.93,2023-07-18
PAY00007183,ORD0007183,Netbanking,Success,108880.79,46.19,2022-01-08
PAY00007184,ORD0007184,UPI,Success,31150.9,0.0,2021-07-09
PAY00007185,ORD0007185,Wallet,Success,33723.31,16.49,2021-02-19
PAY00007186,ORD0007186,Debit Card,Failed,17726.16,30.11,2021-11-20
PAY00007187,ORD0007187,Debit Card,Success,89611.06,9.61,2020-09-20
PAY00007188,ORD0007188,Credit Card,Success,2327.49,45.31,2020-03-08
PAY00007189,ORD0007189,Cash on Delivery,Success,62090.74,9.26,2023-11-21
PAY00007190,ORD0007190,UPI,Success,86483.36,0.0,2023-03-10
PAY00007191,ORD0007191,Credit Card,Success,60144.45,17.45,2020-05-04
PAY00007192,ORD0007192,Debit Card,Success,16023.6,16.17,2021-08-01
PAY00007193,ORD0007193,Credit Card,Success,41892.88,24.22,2020-10-09
PAY00007194,ORD0007194,Credit Card,Success,20401.72,10.23,2020-08-15
PAY00007195,ORD0007195,Debit Card,Success,133721.34,19.13,2022-08-12
PAY00007196,ORD0007196,Debit Card,Success,25474.43,39.46,2022-08-01
PAY00007197,ORD0007197,Debit Card,Success,49891.96,22.89,2022-05-06
PAY00007198,ORD0007198,Cash on Delivery,Success,70473.49,43.26,2020-12-17
PAY00007199,ORD0007199,Wallet,Success,159742.18,18.01,2024-04-09
PAY00007200,ORD0007200,UPI,Success,161509.06,0.0,2021-12-05
PAY00007201,ORD0007201,Credit Card,Success,12074.02,22.69,2021-03-27
PAY00007202,ORD0007202,Credit Card,Success,141866.57,29.61,2021-08-27
PAY00007203,ORD0007203,Wallet,Success,21452.96,48.95,2023-05-22
PAY00007204,ORD0007204,Credit Card,Success,121643.28,9.86,2020-11-21
PAY00007205,ORD0007205,Credit Card,Success,102017.5,49.78,2024-06-06
PAY00007206,ORD0007206,UPI,Success,12284.43,0.0,2024-06-15
PAY00007207,ORD0007207,Credit Card,Success,50503.74,12.9,2023-08-02
PAY00007208,ORD0007208,Wallet,Success,6827.87,36.35,2023-06-07
PAY00007209,ORD0007209,Wallet,Refunded,78955.53,40.42,2020-12-18
PAY00007210,ORD0007210,Debit Card,Success,26560.14,23.36,2023-03-31
PAY00007211,ORD0007211,UPI,Success,16509.71,0.0,2023-02-07
PAY00007212,ORD0007212,Credit Card,Success,11331.29,24.18,2021-04-17
PAY00007213,ORD0007213,UPI,Success,34528.71,0.0,2020-06-28
PAY00007214,ORD0007214,Debit Card,Success,28324.03,41.46,2022-04-24
PAY00007215,ORD0007215,Credit Card,Success,39686.46,36.03,2022-12-05
PAY00007216,ORD0007216,Wallet,Success,46062.76,21.42,2022-09-30
PAY00007217,ORD0007217,Wallet,Success,16740.59,8.34,2021-03-21
PAY00007218,ORD0007218,Wallet,Success,138446.99,22.95,2023-04-27
PAY00007219,ORD0007219,Wallet,Success,86807.9,18.91,2022-08-31
PAY00007220,ORD0007220,Netbanking,Success,4754.73,41.9,2022-08-08
PAY00007221,ORD0007221,Debit Card,Success,17258.3,42.64,2021-07-26
PAY00007222,ORD0007222,Debit Card,Success,64572.3,18.9,2020-01-31
PAY00007223,ORD0007223,Netbanking,Success,11047.1,27.53,2024-02-07
PAY00007224,ORD0007224,Wallet,Success,77025.2,21.23,2022-05-27
PAY00007225,ORD0007225,Debit Card,Success,76382.04,48.62,2024-02-16
PAY00007226,ORD0007226,Credit Card,Success,56872.76,32.23,2021-05-23
PAY00007227,ORD0007227,UPI,Success,9472.27,0.0,2021-05-26
PAY00007228,ORD0007228,Credit Card,Success,64677.55,29.25,2021-11-02
PAY00007229,ORD0007229,Wallet,Success,58827.56,15.44,2022-06-09
PAY00007230,ORD0007230,UPI,Success,18399.93,0.0,2023-04-05
PAY00007231,ORD0007231,Debit Card,Success,94945.82,29.45,2021-04-04
PAY00007232,ORD0007232,Netbanking,Success,38324.54,24.65,2023-04-30
PAY00007233,ORD0007233,UPI,Success,14089.41,0.0,2020-11-01
PAY00007234,ORD0007234,Credit Card,Success,49335.02,8.84,2023-03-20
PAY00007235,ORD0007235,Credit Card,Success,10152.11,15.91,2020-01-12
PAY00007236,ORD0007236,Credit Card,Success,98368.66,47.53,2022-05-08
PAY00007237,ORD0007237,Wallet,Success,72699.32,34.05,2020-04-03
PAY00007238,ORD0007238,Credit Card,Success,92647.21,40.97,2020-03-25
PAY00007239,ORD0007239,Netbanking,Success,9597.65,49.74,2022-08-23
PAY00007240,ORD0007240,Debit Card,Success,57550.97,37.79,2024-02-12
PAY00007241,ORD0007241,Wallet,Success,31170.45,5.84,2024-04-27
PAY00007242,ORD0007242,Debit Card,Success,88785.46,17.3,2022-10-31
PAY00007243,ORD0007243,Netbanking,Success,77289.51,36.29,2020-03-11
PAY00007244,ORD0007244,UPI,Success,61336.28,0.0,2022-05-21
PAY00007245,ORD0007245,Netbanking,Success,124954.63,47.43,2022-12-27
PAY00007246,ORD0007246,Wallet,Success,108195.08,7.58,2022-03-19
PAY00007247,ORD0007247,UPI,Success,132994.14,0.0,2022-09-12
PAY00007248,ORD0007248,Wallet,Success,80090.61,33.64,2024-07-17
PAY00007249,ORD0007249,Credit Card,Success,48073.83,34.96,2024-06-23
PAY00007250,ORD0007250,Debit Card,Success,27425.7,24.98,2023-11-27
PAY00007251,ORD0007251,Debit Card,Success,58063.16,47.72,2024-08-11
PAY00007252,ORD0007252,Wallet,Success,8977.59,44.89,2020-07-20
PAY00007253,ORD0007253,Debit Card,Success,38429.05,23.62,2022-07-16
PAY00007254,ORD0007254,Debit Card,Success,74060.14,30.11,2022-10-12
PAY00007255,ORD0007255,Credit Card,Failed,56515.12,41.9,2021-05-08
PAY00007256,ORD0007256,Debit Card,Success,70182.88,32.25,2020-06-23
PAY00007257,ORD0007257,Wallet,Success,104174.86,13.8,2023-02-21
PAY00007258,ORD0007258,UPI,Success,46488.51,0.0,2024-03-22
PAY00007259,ORD0007259,UPI,Success,56237.58,0.0,2020-01-29
PAY00007260,ORD0007260,UPI,Success,100036.9,0.0,2023-11-22
PAY00007261,ORD0007261,Debit Card,Success,25842.43,37.11,2024-02-08
PAY00007262,ORD0007262,UPI,Success,7493.84,0.0,2022-04-15
PAY00007263,ORD0007263,Credit Card,Refunded,45471.28,47.74,2021-03-25
PAY00007264,ORD0007264,Wallet,Success,89801.4,45.39,2020-10-01
PAY00007265,ORD0007265,Netbanking,Success,103224.14,35.49,2022-01-05
PAY00007266,ORD0007266,Credit Card,Success,107949.07,7.04,2021-08-30
PAY00007267,ORD0007267,UPI,Success,12251.6,0.0,2021-05-06
PAY00007268,ORD0007268,Wallet,Success,49149.2,42.06,2023-08-20
PAY00007269,ORD0007269,Debit Card,Success,120067.36,12.65,2020-07-04
PAY00007270,ORD0007270,UPI,Success,59571.77,0.0,2020-02-02
PAY00007271,ORD0007271,UPI,Failed,18223.95,0.0,2022-09-12
PAY00007272,ORD0007272,Wallet,Success,46002.29,35.36,2023-10-03
PAY00007273,ORD0007273,Wallet,Success,52044.46,11.56,2021-09-16
PAY00007274,ORD0007274,UPI,Success,24314.4,0.0,2020-12-01
PAY00007275,ORD0007275,Credit Card,Success,46957.9,43.34,2023-12-13
PAY00007276,ORD0007276,UPI,Success,117817.96,0.0,2022-08-02
PAY00007277,ORD0007277,Credit Card,Success,100535.07,6.69,2023-03-18
PAY00007278,ORD0007278,Credit Card,Success,41113.06,28.15,2024-03-10
PAY00007279,ORD0007279,Cash on Delivery,Success,13036.22,38.73,2023-04-12
PAY00007280,ORD0007280,Debit Card,Success,14960.28,25.39,2020-02-23
PAY00007281,ORD0007281,Debit Card,Success,1466.76,21.07,2022-07-22
PAY00007282,ORD0007282,Debit Card,Failed,38628.51,41.63,2022-08-11
PAY00007283,ORD0007283,UPI,Success,61426.85,0.0,2024-05-01
PAY00007284,ORD0007284,UPI,Refunded,1615.27,0.0,2020-10-11
PAY00007285,ORD0007285,Debit Card,Success,101229.04,47.15,2023-12-11
PAY00007286,ORD0007286,Wallet,Success,18973.25,28.07,2022-04-11
PAY00007287,ORD0007287,Credit Card,Success,67705.69,14.54,2021-01-15
PAY00007288,ORD0007288,Wallet,Success,107222.33,48.31,2024-06-05
PAY00007289,ORD0007289,Credit Card,Success,28884.93,48.03,2022-01-28
PAY00007290,ORD0007290,UPI,Success,47746.7,0.0,2023-07-10
PAY00007291,ORD0007291,Credit Card,Success,35986.35,33.59,2022-08-09
PAY00007292,ORD0007292,Cash on Delivery,Success,84696.8,35.3,2023-12-16
PAY00007293,ORD0007293,UPI,Success,133570.69,0.0,2023-07-21
PAY00007294,ORD0007294,Wallet,Success,137025.59,5.59,2020-01-07
PAY00007295,ORD0007295,Debit Card,Success,76700.54,24.17,2023-07-09
PAY00007296,ORD0007296,Cash on Delivery,Success,106437.77,23.75,2020-05-27
PAY00007297,ORD0007297,Debit Card,Failed,30474.01,28.73,2022-02-27
PAY00007298,ORD0007298,Debit Card,Success,77653.65,18.48,2023-11-18
PAY00007299,ORD0007299,UPI,Success,11282.71,0.0,2021-11-15
PAY00007300,ORD0007300,Credit Card,Success,39181.66,8.62,2022-12-25
PAY00007301,ORD0007301,Credit Card,Success,53043.13,13.77,2020-03-10
PAY00007302,ORD0007302,Debit Card,Success,149731.85,36.0,2021-09-03
PAY00007303,ORD0007303,Debit Card,Success,50787.06,27.21,2022-05-25
PAY00007304,ORD0007304,Debit Card,Success,45745.86,46.86,2024-03-23
PAY00007305,ORD0007305,Wallet,Success,24382.15,14.34,2021-07-07
PAY00007306,ORD0007306,Credit Card,Failed,81797.21,23.5,2023-11-30
PAY00007307,ORD0007307,Credit Card,Success,44532.46,17.31,2023-06-09
PAY00007308,ORD0007308,Debit Card,Success,89018.28,9.56,2023-01-17
PAY00007309,ORD0007309,Credit Card,Success,71265.67,7.76,2023-03-28
PAY00007310,ORD0007310,Credit Card,Success,51705.72,38.15,2024-06-15
PAY00007311,ORD0007311,UPI,Success,11615.99,0.0,2021-03-04
PAY00007312,ORD0007312,Debit Card,Success,65287.28,27.07,2024-06-02
PAY00007313,ORD0007313,UPI,Success,108738.31,0.0,2023-11-03
PAY00007314,ORD0007314,Credit Card,Success,68741.22,44.58,2020-06-18
PAY00007315,ORD0007315,Credit Card,Success,40361.25,10.74,2023-06-24
PAY00007316,ORD0007316,UPI,Success,93972.87,0.0,2021-11-19
PAY00007317,ORD0007317,UPI,Success,55622.2,0.0,2024-02-19
PAY00007318,ORD0007318,UPI,Success,56334.31,0.0,2020-04-22
PAY00007319,ORD0007319,Credit Card,Success,73458.58,37.4,2022-11-20
PAY00007320,ORD0007320,Wallet,Success,20449.42,15.2,2023-10-17
PAY00007321,ORD0007321,Debit Card,Success,81098.81,18.06,2022-01-16
PAY00007322,ORD0007322,Credit Card,Success,7064.82,24.78,2020-04-17
PAY00007323,ORD0007323,Debit Card,Success,36110.71,17.83,2020-08-15
PAY00007324,ORD0007324,Debit Card,Success,25596.84,16.91,2022-02-27
PAY00007325,ORD0007325,Credit Card,Success,131715.7,16.53,2022-01-22
PAY00007326,ORD0007326,Wallet,Success,30927.18,29.82,2022-08-15
PAY00007327,ORD0007327,Debit Card,Success,20126.7,20.48,2023-06-23
PAY00007328,ORD0007328,Debit Card,Success,14364.58,36.85,2020-03-27
PAY00007329,ORD0007329,Credit Card,Success,2055.23,22.52,2022-01-22
PAY00007330,ORD0007330,UPI,Success,121292.67,0.0,2022-01-22
PAY00007331,ORD0007331,Credit Card,Failed,35711.84,44.73,2020-12-27
PAY00007332,ORD0007332,Debit Card,Success,84223.54,19.9,2023-08-22
PAY00007333,ORD0007333,Credit Card,Failed,82886.86,43.17,2023-02-22
PAY00007334,ORD0007334,Debit Card,Success,52315.5,40.84,2023-12-14
PAY00007335,ORD0007335,UPI,Success,79979.19,0.0,2020-05-21
PAY00007336,ORD0007336,Netbanking,Success,27841.46,18.86,2023-02-24
PAY00007337,ORD0007337,UPI,Success,80837.18,0.0,2023-12-27
PAY00007338,ORD0007338,Credit Card,Success,13913.8,7.31,2024-05-04
PAY00007339,ORD0007339,Wallet,Success,80124.28,6.68,2021-02-25
PAY00007340,ORD0007340,UPI,Success,43532.38,0.0,2020-10-12
PAY00007341,ORD0007341,Debit Card,Success,12497.75,26.92,2021-11-20
PAY00007342,ORD0007342,Credit Card,Success,67595.86,42.15,2021-05-05
PAY00007343,ORD0007343,Wallet,Success,58019.19,33.84,2023-01-12
PAY00007344,ORD0007344,UPI,Success,68665.49,0.0,2020-08-22
PAY00007345,ORD0007345,Debit Card,Success,43524.07,25.26,2023-08-26
PAY00007346,ORD0007346,Debit Card,Success,23876.43,49.6,2022-09-10
PAY00007347,ORD0007347,UPI,Success,11288.06,0.0,2024-02-23
PAY00007348,ORD0007348,Debit Card,Success,70942.47,19.48,2024-03-24
PAY00007349,ORD0007349,UPI,Success,27844.64,0.0,2023-04-06
PAY00007350,ORD0007350,Debit Card,Success,33396.79,47.64,2023-12-10
PAY00007351,ORD0007351,UPI,Success,25040.21,0.0,2021-03-09
PAY00007352,ORD0007352,Debit Card,Refunded,7449.32,33.42,2024-03-24
PAY00007353,ORD0007353,Credit Card,Success,123502.8,44.37,2024-03-07
PAY00007354,ORD0007354,UPI,Success,114510.08,0.0,2024-04-08
PAY00007355,ORD0007355,Debit Card,Success,59174.09,21.44,2021-04-10
PAY00007356,ORD0007356,Credit Card,Success,22535.82,20.71,2021-10-18
PAY00007357,ORD0007357,Wallet,Success,93662.05,7.99,2021-12-26
PAY00007358,ORD0007358,Debit Card,Success,66582.41,29.13,2021-07-01
PAY00007359,ORD0007359,Credit Card,Success,65380.2,41.93,2022-10-29
PAY00007360,ORD0007360,Credit Card,Success,80815.64,38.84,2023-10-25
PAY00007361,ORD0007361,Credit Card,Success,7012.47,20.95,2022-05-20
PAY00007362,ORD0007362,Debit Card,Success,88563.25,44.69,2021-07-22
PAY00007363,ORD0007363,Debit Card,Failed,35307.99,11.72,2020-04-23
PAY00007364,ORD0007364,Credit Card,Success,18083.05,42.55,2020-05-13
PAY00007365,ORD0007365,Debit Card,Success,152048.01,44.22,2022-02-06
PAY00007366,ORD0007366,Debit Card,Refunded,3239.32,40.84,2021-12-09
PAY00007367,ORD0007367,Credit Card,Success,74607.2,47.55,2022-07-18
PAY00007368,ORD0007368,UPI,Success,7700.74,0.0,2022-09-26
PAY00007369,ORD0007369,UPI,Success,1297.5,0.0,2022-10-27
PAY00007370,ORD0007370,UPI,Success,117491.4,0.0,2022-12-17
PAY00007371,ORD0007371,Credit Card,Success,57044.84,11.41,2024-08-25
PAY00007372,ORD0007372,Credit Card,Refunded,19036.21,47.14,2020-09-09
PAY00007373,ORD0007373,Debit Card,Success,67686.06,27.62,2022-08-23
PAY00007374,ORD0007374,UPI,Success,45299.28,0.0,2023-12-24
PAY00007375,ORD0007375,Wallet,Success,12570.01,33.67,2022-12-28
PAY00007376,ORD0007376,Credit Card,Success,84042.35,12.69,2023-10-25
PAY00007377,ORD0007377,Credit Card,Success,82722.84,32.41,2024-08-17
PAY00007378,ORD0007378,Credit Card,Success,49339.11,21.72,2022-12-27
PAY00007379,ORD0007379,Debit Card,Success,126073.52,29.38,2021-08-25
PAY00007380,ORD0007380,Credit Card,Success,6309.11,46.05,2022-07-16
PAY00007381,ORD0007381,Credit Card,Success,59435.68,49.28,2023-06-27
PAY00007382,ORD0007382,UPI,Success,39464.25,0.0,2022-01-24
PAY00007383,ORD0007383,UPI,Success,56491.46,0.0,2024-06-28
PAY00007384,ORD0007384,Debit Card,Success,34474.96,13.94,2023-10-13
PAY00007385,ORD0007385,Credit Card,Success,70323.86,39.2,2023-11-24
PAY00007386,ORD0007386,Debit Card,Success,4507.97,12.9,2024-07-17
PAY00007387,ORD0007387,Credit Card,Success,2916.29,18.97,2020-05-14
PAY00007388,ORD0007388,Credit Card,Success,43641.2,32.51,2021-01-21
PAY00007389,ORD0007389,Debit Card,Success,21171.9,20.64,2022-07-29
PAY00007390,ORD0007390,Credit Card,Success,49223.4,25.3,2020-06-29
PAY00007391,ORD0007391,Debit Card,Success,87818.79,7.6,2020-06-17
PAY00007392,ORD0007392,Credit Card,Success,21432.19,26.11,2022-03-13
PAY00007393,ORD0007393,Credit Card,Success,3273.76,27.98,2021-01-05
PAY00007394,ORD0007394,UPI,Success,14166.29,0.0,2021-08-15
PAY00007395,ORD0007395,Credit Card,Success,67899.02,23.44,2020-06-08
PAY00007396,ORD0007396,UPI,Success,93146.57,0.0,2020-08-12
PAY00007397,ORD0007397,Credit Card,Success,75618.04,47.41,2020-12-06
PAY00007398,ORD0007398,UPI,Success,66226.81,0.0,2021-07-23
PAY00007399,ORD0007399,UPI,Success,8104.6,0.0,2020-08-19
PAY00007400,ORD0007400,Credit Card,Success,71755.57,41.95,2023-11-30
PAY00007401,ORD0007401,UPI,Success,74689.04,0.0,2020-11-01
PAY00007402,ORD0007402,Credit Card,Success,56125.47,26.56,2022-10-13
PAY00007403,ORD0007403,Debit Card,Success,80282.45,44.21,2020-11-04
PAY00007404,ORD0007404,Wallet,Success,42306.6,40.76,2021-02-24
PAY00007405,ORD0007405,UPI,Failed,115733.4,0.0,2022-12-02
PAY00007406,ORD0007406,Wallet,Success,83233.38,30.03,2023-07-11
PAY00007407,ORD0007407,Debit Card,Success,90994.26,42.33,2020-02-17
PAY00007408,ORD0007408,Netbanking,Success,33945.08,7.32,2021-08-26
PAY00007409,ORD0007409,UPI,Success,188954.3,0.0,2022-05-05
PAY00007410,ORD0007410,Credit Card,Success,62340.25,5.3,2023-11-01
PAY00007411,ORD0007411,Credit Card,Success,55913.77,28.36,2023-01-16
PAY00007412,ORD0007412,UPI,Success,67652.86,0.0,2020-09-29
PAY00007413,ORD0007413,Netbanking,Failed,55077.35,44.87,2022-08-31
PAY00007414,ORD0007414,UPI,Success,84143.48,0.0,2021-12-13
PAY00007415,ORD0007415,Debit Card,Refunded,32034.99,16.48,2022-05-14
PAY00007416,ORD0007416,Credit Card,Success,34017.06,47.88,2022-07-01
PAY00007417,ORD0007417,Wallet,Success,45889.27,36.68,2024-02-20
PAY00007418,ORD0007418,Debit Card,Success,55376.8,45.5,2023-08-13
PAY00007419,ORD0007419,Credit Card,Success,10237.15,34.74,2020-02-16
PAY00007420,ORD0007420,Credit Card,Success,39237.88,49.34,2021-08-20
PAY00007421,ORD0007421,Debit Card,Success,57916.47,17.85,2021-01-23
PAY00007422,ORD0007422,Debit Card,Success,33463.39,9.45,2020-05-11
PAY00007423,ORD0007423,Debit Card,Success,106098.05,37.26,2020-02-15
PAY00007424,ORD0007424,Debit Card,Success,62251.98,30.14,2024-07-03
PAY00007425,ORD0007425,Wallet,Success,83275.42,42.16,2021-04-23
PAY00007426,ORD0007426,Credit Card,Refunded,14410.79,26.98,2022-12-01
PAY00007427,ORD0007427,Credit Card,Success,75607.74,46.22,2023-08-13
PAY00007428,ORD0007428,Credit Card,Success,35632.92,27.75,2021-11-18
PAY00007429,ORD0007429,UPI,Success,74749.55,0.0,2022-04-23
PAY00007430,ORD0007430,Debit Card,Success,52914.89,41.83,2023-04-02
PAY00007431,ORD0007431,Credit Card,Success,92216.37,18.71,2021-12-06
PAY00007432,ORD0007432,Debit Card,Success,65957.68,32.53,2023-09-07
PAY00007433,ORD0007433,UPI,Success,772.46,0.0,2023-08-20
PAY00007434,ORD0007434,Debit Card,Failed,87364.15,30.18,2024-05-31
PAY00007435,ORD0007435,Debit Card,Success,18711.11,36.07,2021-10-31
PAY00007436,ORD0007436,Credit Card,Success,18981.28,40.12,2022-09-24
PAY00007437,ORD0007437,Netbanking,Failed,94018.06,33.86,2023-04-30
PAY00007438,ORD0007438,Wallet,Success,440.58,48.4,2023-09-28
PAY00007439,ORD0007439,Credit Card,Success,34264.68,21.01,2023-11-28
PAY00007440,ORD0007440,Credit Card,Success,18946.09,24.12,2022-12-21
