loyalty_txn_id,customer_id,points,txn_date,reason
LT0003521,CUST001900,-81,2020-07-04,Manual Adjust
LT0003522,CUST000025,173,2022-12-29,Manual Adjust
LT0003523,CUST001262,392,2023-06-04,Promo Bonus
LT0003524,CUST000703,401,2022-04-09,Promo Bonus
LT0003525,CUST000647,348,2020-03-02,Order Redeem
LT0003526,CUST002423,450,2023-01-01,Order Redeem
LT0003527,CUST000357,248,2023-10-13,Order Redeem
LT0003528,CUST001339,190,2021-09-11,Order Earn
LT0003529,CUST000463,147,2021-08-01,Promo Bonus
LT0003530,CUST002317,308,2023-06-04,Manual Adjust
LT0003531,CUST001842,149,2020-02-24,Manual Adjust
LT0003532,CUST002453,242,2021-01-02,Order Earn
LT0003533,CUST001393,142,2024-08-05,Manual Adjust
LT0003534,CUST000778,425,2020-01-05,Promo Bonus
LT0003535,CUST001059,89,2023-05-28,Order Redeem
LT0003536,CUST001113,296,2021-04-20,Promo Bonus
LT0003537,CUST001005,328,2024-07-20,Order Earn
LT0003538,CUST000601,418,2024-05-22,Order Earn
LT0003539,CUST001909,6,2024-01-24,Order Earn
LT0003540,CUST001697,307,2022-08-23,Order Earn
LT0003541,CUST001583,371,2023-07-22,Manual Adjust
LT0003542,CUST001111,381,2023-09-20,Order Redeem
LT0003543,CUST000467,435,2021-12-04,Order Earn
LT0003544,CUST000422,86,2022-02-16,Promo Bonus
LT0003545,CUST002380,4,2024-01-20,Order Redeem
LT0003546,CUST002094,53,2020-07-09,Promo Bonus
LT0003547,CUST000007,219,2021-02-13,Manual Adjust
LT0003548,CUST000190,266,2020-08-22,Manual Adjust
LT0003549,CUST000223,71,2023-05-11,Order Redeem
LT0003550,CUST001689,-68,2023-07-15,Promo Bonus
LT0003551,CUST000175,29,2022-07-02,Order Earn
LT0003552,CUST000834,66,2020-03-04,Order Earn
LT0003553,CUST002121,275,2023-08-04,Order Earn
LT0003554,CUST001861,379,2020-11-22,Manual Adjust
LT0003555,CUST000616,-51,2022-12-18,Order Redeem
LT0003556,CUST002461,113,2022-04-29,Order Redeem
LT0003557,CUST001213,184,2021-09-04,Promo Bonus
LT0003558,CUST000124,-15,2023-09-14,Order Earn
LT0003559,CUST001875,-15,2020-10-28,Promo Bonus
LT0003560,CUST002315,426,2021-01-11,Manual Adjust
LT0003561,CUST001129,-70,2020-06-30,Order Earn
LT0003562,CUST001717,-61,2023-01-10,Order Earn
LT0003563,CUST001733,-65,2023-04-28,Order Earn
LT0003564,CUST002457,486,2022-02-27,Order Earn
LT0003565,CUST000703,160,2024-06-26,Manual Adjust
LT0003566,CUST001664,354,2022-03-13,Order Redeem
LT0003567,CUST000064,64,2023-02-15,Order Earn
LT0003568,CUST002173,417,2020-09-30,Order Earn
LT0003569,CUST000984,359,2023-07-03,Order Earn
LT0003570,CUST001869,385,2020-04-26,Order Redeem
LT0003571,CUST001726,270,2021-02-02,Promo Bonus
LT0003572,CUST001150,234,2021-07-05,Order Redeem
LT0003573,CUST001336,193,2024-07-02,Manual Adjust
LT0003574,CUST000754,154,2023-08-07,Promo Bonus
LT0003575,CUST001369,281,2022-12-04,Manual Adjust
LT0003576,CUST000025,144,2020-06-15,Order Redeem
LT0003577,CUST000045,-16,2024-02-15,Promo Bonus
LT0003578,CUST000585,-7,2021-09-02,Order Redeem
LT0003579,CUST001532,33,2021-03-16,Manual Adjust
LT0003580,CUST002444,446,2020-02-08,Order Earn
LT0003581,CUST000640,-3,2021-04-01,Manual Adjust
LT0003582,CUST001492,343,2021-05-24,Order Earn
LT0003583,CUST000749,184,2023-02-03,Promo Bonus
LT0003584,CUST002335,222,2022-07-13,Manual Adjust
LT0003585,CUST000241,292,2021-05-26,Manual Adjust
LT0003586,CUST001839,63,2020-01-02,Order Redeem
LT0003587,CUST001203,-86,2021-05-11,Manual Adjust
LT0003588,CUST001304,276,2020-09-29,Promo Bonus
LT0003589,CUST000173,102,2021-12-21,Promo Bonus
LT0003590,CUST000911,-18,2023-12-01,Manual Adjust
LT0003591,CUST001048,309,2022-10-23,Order Earn
LT0003592,CUST002183,113,2024-07-27,Manual Adjust
LT0003593,CUST001505,304,2024-05-14,Promo Bonus
LT0003594,CUST000067,87,2021-05-12,Manual Adjust
LT0003595,CUST001115,19,2022-11-10,Order Redeem
LT0003596,CUST000487,262,2021-12-22,Manual Adjust
LT0003597,CUST002042,347,2021-05-24,Promo Bonus
LT0003598,CUST001133,301,2023-12-29,Manual Adjust
LT0003599,CUST001684,77,2020-11-07,Order Redeem
LT0003600,CUST000521,421,2021-04-17,Manual Adjust
LT0003601,CUST000158,427,2022-02-19,Manual Adjust
LT0003602,CUST001899,266,2023-05-22,Manual Adjust
LT0003603,CUST001163,60,2023-04-13,Order Earn
LT0003604,CUST000530,339,2022-02-02,Promo Bonus
LT0003605,CUST002323,198,2024-07-30,Manual Adjust
LT0003606,CUST000714,114,2020-10-03,Order Earn
LT0003607,CUST001051,245,2021-01-15,Manual Adjust
LT0003608,CUST000756,111,2020-12-05,Manual Adjust
LT0003609,CUST002309,475,2023-06-23,Order Redeem
LT0003610,CUST000046,6,2022-02-25,Manual Adjust
LT0003611,CUST001631,461,2020-05-28,Manual Adjust
LT0003612,CUST002332,198,2023-04-09,Manual Adjust
LT0003613,CUST000725,144,2021-01-22,Promo Bonus
LT0003614,CUST001545,372,2023-06-03,Order Redeem
LT0003615,CUST002409,482,2024-02-18,Order Redeem
LT0003616,CUST000883,439,2021-10-18,Manual Adjust
LT0003617,CUST001638,-64,2023-02-12,Manual Adjust
LT0003618,CUST002030,-87,2022-07-12,Order Redeem
LT0003619,CUST001525,271,2024-05-18,Manual Adjust
LT0003620,CUST000051,190,2021-09-08,Order Earn
LT0003621,CUST001012,223,2021-06-05,Order Redeem
LT0003622,CUST000201,360,2022-12-07,Promo Bonus
LT0003623,CUST002491,-23,2024-07-23,Order Redeem
LT0003624,CUST000392,458,2021-11-01,Order Redeem
LT0003625,CUST002471,131,2022-12-17,Order Redeem
LT0003626,CUST002456,474,2020-06-22,Order Redeem
LT0003627,CUST000517,116,2022-04-04,Order Earn
LT0003628,CUST000121,315,2020-01-10,Order Earn
LT0003629,CUST001187,437,2021-09-01,Order Earn
LT0003630,CUST001911,-82,2022-03-27,Order Redeem
LT0003631,CUST000276,423,2024-06-10,Promo Bonus
LT0003632,CUST000930,447,2020-03-10,Promo Bonus
LT0003633,CUST002311,-15,2020-05-24,Order Redeem
LT0003634,CUST001231,449,2020-08-30,Order Earn
LT0003635,CUST000837,28,2022-11-23,Manual Adjust
LT0003636,CUST001317,426,2020-11-07,Manual Adjust
LT0003637,CUST000543,414,2020-03-08,Manual Adjust
LT0003638,CUST001341,258,2023-10-06,Manual Adjust
LT0003639,CUST001218,339,2020-11-23,Order Redeem
LT0003640,CUST001216,405,2020-01-24,Promo Bonus
LT0003641,CUST000620,385,2020-04-23,Order Redeem
LT0003642,CUST000957,78,2021-11-20,Order Redeem
LT0003643,CUST000127,-75,2023-03-13,Manual Adjust
LT0003644,CUST001748,-90,2022-05-26,Order Earn
LT0003645,CUST001070,125,2023-02-18,Manual Adjust
LT0003646,CUST000513,-60,2023-03-10,Order Earn
LT0003647,CUST001516,222,2022-04-03,Order Redeem
LT0003648,CUST000018,389,2020-06-23,Manual Adjust
LT0003649,CUST001493,281,2021-05-18,Order Earn
LT0003650,CUST001838,478,2023-06-14,Manual Adjust
LT0003651,CUST001676,429,2020-07-24,Manual Adjust
LT0003652,CUST002343,169,2021-11-13,Manual Adjust
LT0003653,CUST000627,490,2024-03-31,Promo Bonus
LT0003654,CUST000028,331,2021-09-26,Order Redeem
LT0003655,CUST001259,-48,2022-10-02,Promo Bonus
LT0003656,CUST000494,123,2023-12-26,Order Redeem
LT0003657,CUST001303,34,2021-04-06,Order Earn
LT0003658,CUST000796,408,2022-09-14,Promo Bonus
LT0003659,CUST001658,324,2020-07-17,Order Earn
LT0003660,CUST000213,394,2022-10-13,Manual Adjust
LT0003661,CUST002032,-5,2021-02-06,Order Redeem
LT0003662,CUST000301,264,2022-10-13,Promo Bonus
LT0003663,CUST000255,17,2021-04-07,Manual Adjust
LT0003664,CUST000353,143,2024-03-31,Order Redeem
LT0003665,CUST000185,-59,2020-10-27,Promo Bonus
LT0003666,CUST002392,287,2023-05-08,Order Earn
LT0003667,CUST002420,111,2021-02-10,Manual Adjust
LT0003668,CUST000793,-34,2021-03-06,Manual Adjust
LT0003669,CUST000166,431,2021-01-23,Promo Bonus
LT0003670,CUST000754,120,2024-07-17,Promo Bonus
LT0003671,CUST001272,-74,2021-07-17,Manual Adjust
LT0003672,CUST001174,155,2023-01-31,Order Earn
LT0003673,CUST001110,330,2022-10-07,Manual Adjust
LT0003674,CUST000106,58,2022-06-28,Manual Adjust
LT0003675,CUST000528,158,2024-05-05,Order Redeem
LT0003676,CUST001292,128,2020-05-14,Order Earn
LT0003677,CUST001927,368,2022-04-26,Promo Bonus
LT0003678,CUST000313,241,2024-05-11,Order Earn
LT0003679,CUST001931,68,2023-07-13,Order Earn
LT0003680,CUST002283,361,2024-05-18,Promo Bonus
LT0003681,CUST000368,198,2022-09-16,Order Redeem
LT0003682,CUST000682,470,2023-01-07,Promo Bonus
LT0003683,CUST000322,122,2021-07-02,Promo Bonus
LT0003684,CUST001571,423,2021-01-29,Promo Bonus
LT0003685,CUST000152,115,2023-05-24,Order Earn
LT0003686,CUST002287,420,2024-06-15,Promo Bonus
LT0003687,CUST002085,290,2020-01-03,Promo Bonus
LT0003688,CUST001419,34,2023-01-20,Order Earn
LT0003689,CUST000391,-37,2021-10-19,Manual Adjust
LT0003690,CUST001068,384,2021-07-09,Manual Adjust
LT0003691,CUST001499,-100,2021-05-24,Order Earn
LT0003692,CUST001632,283,2020-04-06,Manual Adjust
LT0003693,CUST001937,329,2020-01-06,Order Earn
LT0003694,CUST001168,-13,2020-01-24,Order Redeem
LT0003695,CUST000052,297,2024-01-08,Promo Bonus
LT0003696,CUST001307,-52,2021-09-30,Order Earn
LT0003697,CUST002211,158,2021-07-19,Order Earn
LT0003698,CUST001019,207,2023-05-22,Order Redeem
LT0003699,CUST000730,254,2020-06-15,Order Earn
LT0003700,CUST000857,210,2023-04-20,Manual Adjust
LT0003701,CUST001613,47,2024-04-23,Order Redeem
LT0003702,CUST000164,25,2021-05-03,Promo Bonus
LT0003703,CUST002229,193,2023-02-09,Manual Adjust
LT0003704,CUST001142,100,2023-07-10,Order Earn
LT0003705,CUST001822,406,2022-12-29,Order Earn
LT0003706,CUST000621,260,2022-03-13,Promo Bonus
LT0003707,CUST000645,164,2023-05-30,Promo Bonus
LT0003708,CUST000371,385,2022-02-21,Promo Bonus
LT0003709,CUST001792,59,2023-12-23,Order Redeem
LT0003710,CUST000835,-81,2024-01-19,Order Redeem
LT0003711,CUST001404,304,2024-01-16,Manual Adjust
LT0003712,CUST000542,238,2021-02-13,Order Earn
LT0003713,CUST000778,18,2023-05-23,Manual Adjust
LT0003714,CUST001229,-93,2021-06-23,Order Earn
LT0003715,CUST002061,471,2022-11-04,Order Earn
LT0003716,CUST001770,228,2022-09-25,Order Earn
LT0003717,CUST002071,64,2024-01-14,Manual Adjust
LT0003718,CUST000175,142,2023-05-06,Order Redeem
LT0003719,CUST000169,47,2023-10-23,Order Earn
LT0003720,CUST002456,268,2023-12-03,Order Earn
LT0003721,CUST002216,79,2024-01-20,Promo Bonus
LT0003722,CUST000911,430,2020-06-10,Order Earn
LT0003723,CUST000818,37,2023-10-26,Order Redeem
LT0003724,CUST001597,75,2022-02-14,Order Earn
LT0003725,CUST000395,436,2021-11-17,Promo Bonus
LT0003726,CUST002268,179,2021-11-24,Order Earn
LT0003727,CUST001405,298,2020-11-29,Manual Adjust
LT0003728,CUST000988,399,2021-01-16,Order Earn
LT0003729,CUST000457,-6,2023-05-01,Manual Adjust
LT0003730,CUST000133,-47,2021-08-27,Manual Adjust
LT0003731,CUST000651,343,2020-10-27,Order Earn
LT0003732,CUST001285,416,2021-04-07,Manual Adjust
LT0003733,CUST000029,159,2022-09-01,Manual Adjust
LT0003734,CUST001117,389,2022-01-14,Promo Bonus
LT0003735,CUST001214,120,2022-09-10,Order Earn
LT0003736,CUST002179,422,2023-10-22,Order Redeem
LT0003737,CUST000806,56,2020-06-12,Manual Adjust
LT0003738,CUST000261,291,2021-08-15,Manual Adjust
LT0003739,CUST000301,-52,2024-08-12,Promo Bonus
LT0003740,CUST000999,212,2023-03-26,Promo Bonus
LT0003741,CUST001726,-11,2024-06-11,Manual Adjust
LT0003742,CUST001588,76,2022-04-15,Order Redeem
LT0003743,CUST001669,173,2021-01-03,Order Redeem
LT0003744,CUST001339,264,2023-12-10,Manual Adjust
LT0003745,CUST000012,62,2022-01-14,Order Redeem
LT0003746,CUST000056,398,2020-10-09,Manual Adjust
LT0003747,CUST000302,252,2024-02-24,Promo Bonus
LT0003748,CUST000068,-19,2020-09-22,Promo Bonus
LT0003749,CUST001992,456,2024-07-22,Manual Adjust
LT0003750,CUST000025,-72,2021-03-18,Manual Adjust
LT0003751,CUST002118,476,2022-04-01,Order Earn
LT0003752,CUST001355,13,2024-07-22,Order Earn
LT0003753,CUST001612,-84,2021-04-29,Order Earn
LT0003754,CUST001623,273,2022-03-21,Order Redeem
LT0003755,CUST001778,382,2024-08-25,Order Earn
LT0003756,CUST001520,350,2020-03-31,Order Redeem
LT0003757,CUST002175,402,2023-08-05,Order Earn
LT0003758,CUST001757,-64,2021-06-28,Order Earn
LT0003759,CUST002233,211,2023-04-18,Order Earn
LT0003760,CUST000045,240,2021-03-19,Order Earn
LT0003761,CUST002427,212,2020-08-30,Order Redeem
LT0003762,CUST000241,235,2024-07-07,Order Redeem
LT0003763,CUST000119,364,2020-10-20,Promo Bonus
LT0003764,CUST000555,258,2020-02-17,Promo Bonus
LT0003765,CUST001389,89,2020-11-19,Order Redeem
LT0003766,CUST001885,188,2024-03-30,Promo Bonus
LT0003767,CUST002329,328,2022-08-15,Promo Bonus
LT0003768,CUST000948,442,2020-08-17,Order Redeem
LT0003769,CUST001608,342,2020-03-26,Order Earn
LT0003770,CUST002185,12,2022-05-31,Order Earn
LT0003771,CUST000545,39,2022-08-07,Promo Bonus
LT0003772,CUST002020,300,2021-08-27,Promo Bonus
LT0003773,CUST001056,115,2024-07-19,Promo Bonus
LT0003774,CUST002419,-68,2020-10-07,Order Earn
LT0003775,CUST001307,298,2021-08-08,Promo Bonus
LT0003776,CUST001169,423,2021-11-05,Order Redeem
LT0003777,CUST002105,71,2020-07-04,Order Earn
LT0003778,CUST002284,335,2020-02-03,Order Earn
LT0003779,CUST002245,32,2023-05-04,Manual Adjust
LT0003780,CUST001425,72,2023-07-12,Promo Bonus
LT0003781,CUST002169,464,2021-03-08,Promo Bonus
LT0003782,CUST001160,183,2024-04-09,Promo Bonus
LT0003783,CUST001631,176,2022-04-11,Order Redeem
LT0003784,CUST000688,279,2023-05-07,Promo Bonus
LT0003785,CUST000612,395,2020-09-09,Manual Adjust
LT0003786,CUST002028,433,2020-04-17,Promo Bonus
LT0003787,CUST001669,148,2022-02-17,Order Earn
LT0003788,CUST000962,35,2024-07-20,Manual Adjust
LT0003789,CUST000421,264,2024-07-18,Manual Adjust
LT0003790,CUST000572,319,2021-09-26,Manual Adjust
LT0003791,CUST000125,378,2022-07-05,Order Earn
LT0003792,CUST001214,76,2022-07-08,Order Redeem
LT0003793,CUST001727,39,2022-04-11,Order Earn
LT0003794,CUST000537,-7,2021-02-06,Promo Bonus
LT0003795,CUST000258,119,2022-01-19,Promo Bonus
LT0003796,CUST000112,408,2020-05-25,Promo Bonus
LT0003797,CUST000816,471,2023-10-26,Order Earn
LT0003798,CUST000278,232,2022-06-22,Order Redeem
LT0003799,CUST000370,-29,2022-05-16,Manual Adjust
LT0003800,CUST000385,362,2021-10-09,Manual Adjust
LT0003801,CUST000222,120,2021-12-11,Manual Adjust
LT0003802,CUST002344,-7,2020-05-06,Promo Bonus
LT0003803,CUST000529,486,2021-01-02,Promo Bonus
LT0003804,CUST001238,448,2020-06-02,Order Redeem
LT0003805,CUST001005,349,2023-04-24,Promo Bonus
LT0003806,CUST001260,389,2022-06-24,Promo Bonus
LT0003807,CUST000232,397,2023-12-24,Manual Adjust
LT0003808,CUST001083,30,2024-02-07,Promo Bonus
LT0003809,CUST000876,313,2020-07-17,Promo Bonus
LT0003810,CUST001916,-52,2023-04-10,Order Earn
LT0003811,CUST001308,91,2024-01-20,Manual Adjust
LT0003812,CUST000505,128,2023-03-18,Order Earn
LT0003813,CUST002150,331,2023-07-29,Manual Adjust
LT0003814,CUST001781,-84,2024-03-02,Promo Bonus
LT0003815,CUST001658,62,2023-04-04,Order Redeem
LT0003816,CUST001760,171,2021-11-07,Manual Adjust
LT0003817,CUST000505,224,2023-02-08,Order Redeem
LT0003818,CUST000798,-9,2021-10-22,Manual Adjust
LT0003819,CUST001081,181,2023-07-08,Manual Adjust
LT0003820,CUST001622,-42,2023-01-25,Order Earn
LT0003821,CUST001533,304,2023-11-07,Manual Adjust
LT0003822,CUST000202,166,2024-04-30,Order Redeem
LT0003823,CUST000995,394,2024-03-07,Manual Adjust
LT0003824,CUST001942,349,2024-06-29,Order Earn
LT0003825,CUST002221,-97,2021-06-27,Order Redeem
LT0003826,CUST000025,182,2024-07-08,Order Earn
LT0003827,CUST002309,371,2021-01-15,Order Redeem
LT0003828,CUST000105,472,2023-05-20,Promo Bonus
LT0003829,CUST001772,94,2022-09-28,Order Redeem
LT0003830,CUST000889,272,2021-01-23,Order Redeem
LT0003831,CUST002473,120,2023-12-01,Manual Adjust
LT0003832,CUST000872,319,2024-05-29,Order Redeem
LT0003833,CUST000862,452,2023-03-04,Manual Adjust
LT0003834,CUST001185,-32,2021-06-14,Order Earn
LT0003835,CUST000763,360,2023-02-22,Order Redeem
LT0003836,CUST001320,262,2021-05-06,Order Redeem
LT0003837,CUST001618,159,2024-07-04,Manual Adjust
LT0003838,CUST001541,-65,2023-06-18,Order Redeem
LT0003839,CUST001058,-62,2020-12-04,Manual Adjust
LT0003840,CUST001940,440,2021-04-29,Order Redeem
LT0003841,CUST000917,272,2024-01-16,Promo Bonus
LT0003842,CUST000577,294,2020-04-05,Order Redeem
LT0003843,CUST000977,139,2023-11-05,Order Redeem
LT0003844,CUST000089,-27,2023-03-24,Order Earn
LT0003845,CUST001030,38,2023-11-11,Order Earn
LT0003846,CUST000268,161,2022-05-16,Order Redeem
LT0003847,CUST000934,-62,2024-04-07,Order Redeem
LT0003848,CUST002115,-67,2021-07-25,Promo Bonus
LT0003849,CUST000567,38,2021-03-11,Promo Bonus
LT0003850,CUST002027,-95,2023-09-13,Order Earn
LT0003851,CUST002477,450,2023-04-25,Order Redeem
LT0003852,CUST002491,76,2020-01-19,Manual Adjust
LT0003853,CUST001358,491,2024-08-06,Promo Bonus
LT0003854,CUST000345,-85,2021-11-03,Promo Bonus
LT0003855,CUST001402,-75,2020-09-16,Manual Adjust
LT0003856,CUST000236,204,2022-06-25,Promo Bonus
LT0003857,CUST001788,321,2023-03-10,Order Earn
LT0003858,CUST000827,264,2023-02-02,Order Redeem
LT0003859,CUST000510,424,2020-03-01,Order Earn
LT0003860,CUST001612,-36,2024-06-03,Promo Bonus
LT0003861,CUST001008,471,2021-03-13,Order Redeem
LT0003862,CUST000755,-41,2024-05-03,Manual Adjust
LT0003863,CUST000617,211,2020-09-19,Manual Adjust
LT0003864,CUST001841,426,2022-08-15,Manual Adjust
LT0003865,CUST000895,421,2021-02-21,Order Earn
LT0003866,CUST001697,365,2024-01-26,Order Earn
LT0003867,CUST001632,374,2022-04-02,Promo Bonus
LT0003868,CUST001959,347,2020-02-27,Manual Adjust
LT0003869,CUST000015,141,2021-02-28,Promo Bonus
LT0003870,CUST000215,250,2021-05-02,Manual Adjust
LT0003871,CUST000142,124,2021-11-17,Promo Bonus
LT0003872,CUST000695,328,2023-07-01,Promo Bonus
LT0003873,CUST000555,341,2023-07-14,Promo Bonus
LT0003874,CUST000348,-42,2024-01-30,Order Earn
LT0003875,CUST001938,-65,2024-06-08,Promo Bonus
LT0003876,CUST000220,17,2020-09-27,Manual Adjust
LT0003877,CUST001107,382,2020-02-07,Manual Adjust
LT0003878,CUST001939,251,2024-05-19,Promo Bonus
LT0003879,CUST002074,130,2020-12-08,Manual Adjust
LT0003880,CUST001858,-77,2022-05-10,Order Redeem
LT0003881,CUST001521,-11,2023-03-11,Order Earn
LT0003882,CUST001761,287,2024-08-27,Order Redeem
LT0003883,CUST000057,304,2020-03-22,Order Redeem
LT0003884,CUST001659,115,2021-01-25,Promo Bonus
LT0003885,CUST001653,48,2024-06-17,Promo Bonus
LT0003886,CUST001687,171,2024-02-01,Order Earn
LT0003887,CUST001159,155,2023-03-20,Manual Adjust
LT0003888,CUST001095,416,2021-10-07,Manual Adjust
LT0003889,CUST002402,-82,2021-03-03,Order Earn
LT0003890,CUST002142,203,2021-03-21,Manual Adjust
LT0003891,CUST002353,-44,2023-01-14,Promo Bonus
LT0003892,CUST002451,229,2024-06-05,Order Earn
LT0003893,CUST001056,396,2023-05-11,Manual Adjust
LT0003894,CUST000141,-48,2023-04-21,Promo Bonus
LT0003895,CUST001285,-57,2020-01-30,Promo Bonus
LT0003896,CUST002447,422,2023-12-09,Order Redeem
LT0003897,CUST000586,472,2024-08-13,Manual Adjust
LT0003898,CUST001788,237,2021-08-30,Order Redeem
LT0003899,CUST000523,-49,2020-09-26,Order Redeem
LT0003900,CUST002419,197,2021-06-10,Manual Adjust
LT0003901,CUST000416,258,2020-09-24,Order Earn
LT0003902,CUST000643,62,2024-01-11,Order Earn
LT0003903,CUST000428,44,2021-11-05,Promo Bonus
LT0003904,CUST002304,253,2021-11-26,Order Redeem
LT0003905,CUST001031,292,2020-02-03,Order Earn
LT0003906,CUST000300,343,2021-01-08,Manual Adjust
LT0003907,CUST001790,271,2024-02-27,Order Redeem
LT0003908,CUST000564,113,2021-01-30,Promo Bonus
LT0003909,CUST002039,-34,2021-09-06,Order Redeem
LT0003910,CUST000662,2,2021-11-29,Manual Adjust
LT0003911,CUST001889,301,2024-03-08,Manual Adjust
LT0003912,CUST000264,99,2022-11-17,Order Redeem
LT0003913,CUST000528,253,2021-02-23,Manual Adjust
LT0003914,CUST002154,368,2023-08-09,Manual Adjust
LT0003915,CUST000237,-21,2021-11-06,Promo Bonus
LT0003916,CUST000277,106,2022-03-05,Order Earn
LT0003917,CUST001575,104,2023-11-29,Order Earn
LT0003918,CUST000819,214,2023-11-30,Promo Bonus
LT0003919,CUST002358,66,2023-08-08,Promo Bonus
LT0003920,CUST001642,357,2021-09-18,Manual Adjust
LT0003921,CUST002356,410,2023-05-12,Promo Bonus
LT0003922,CUST001604,467,2020-02-20,Promo Bonus
LT0003923,CUST002111,483,2022-05-27,Manual Adjust
LT0003924,CUST001104,476,2023-03-07,Manual Adjust
LT0003925,CUST000790,-89,2023-10-21,Order Redeem
LT0003926,CUST000016,487,2023-06-25,Manual Adjust
LT0003927,CUST000632,116,2021-02-16,Manual Adjust
LT0003928,CUST000489,194,2020-04-13,Order Earn
LT0003929,CUST002351,2,2020-10-15,Manual Adjust
LT0003930,CUST000343,277,2022-02-25,Manual Adjust
LT0003931,CUST000543,162,2020-01-16,Order Earn
LT0003932,CUST001715,-10,2021-10-22,Promo Bonus
LT0003933,CUST001306,466,2024-02-09,Manual Adjust
LT0003934,CUST002075,136,2022-04-12,Promo Bonus
LT0003935,CUST001354,289,2022-10-19,Manual Adjust
LT0003936,CUST001321,418,2021-11-02,Promo Bonus
LT0003937,CUST002022,119,2021-12-22,Order Earn
LT0003938,CUST000706,283,2021-06-05,Manual Adjust
LT0003939,CUST001766,-30,2021-07-16,Order Earn
LT0003940,CUST000029,325,2020-04-17,Manual Adjust
LT0003941,CUST002146,345,2022-07-03,Promo Bonus
LT0003942,CUST002135,304,2024-05-30,Manual Adjust
LT0003943,CUST002175,304,2020-09-28,Promo Bonus
LT0003944,CUST000236,54,2022-01-01,Order Earn
LT0003945,CUST001699,62,2022-02-22,Promo Bonus
LT0003946,CUST001046,25,2021-10-27,Order Earn
LT0003947,CUST000631,476,2020-12-24,Promo Bonus
LT0003948,CUST001240,142,2021-06-16,Order Earn
LT0003949,CUST002099,64,2023-04-20,Manual Adjust
LT0003950,CUST001213,29,2020-01-11,Order Redeem
LT0003951,CUST000827,0,2021-02-16,Manual Adjust
LT0003952,CUST002189,149,2022-05-22,Order Earn
LT0003953,CUST002100,-8,2024-05-07,Order Redeem
LT0003954,CUST001304,494,2024-08-07,Manual Adjust
LT0003955,CUST000172,220,2024-02-04,Order Earn
LT0003956,CUST001854,45,2020-02-10,Order Redeem
LT0003957,CUST001673,-21,2021-02-01,Order Earn
LT0003958,CUST001222,9,2024-07-16,Promo Bonus
LT0003959,CUST000631,323,2021-03-10,Manual Adjust
LT0003960,CUST000249,450,2020-12-21,Order Earn
LT0003961,CUST001364,144,2024-02-06,Order Earn
LT0003962,CUST002215,228,2023-06-06,Order Redeem
LT0003963,CUST000125,22,2023-05-31,Promo Bonus
LT0003964,CUST000284,282,2021-03-11,Promo Bonus
LT0003965,CUST002370,264,2020-01-25,Manual Adjust
LT0003966,CUST000272,-41,2024-08-13,Manual Adjust
LT0003967,CUST002443,180,2022-09-19,Manual Adjust
LT0003968,CUST000553,44,2021-07-12,Promo Bonus
LT0003969,CUST000627,-78,2023-02-11,Promo Bonus
LT0003970,CUST000449,464,2021-03-05,Promo Bonus
LT0003971,CUST001595,406,2023-06-02,Promo Bonus
LT0003972,CUST002158,-63,2020-01-27,Promo Bonus
LT0003973,CUST001302,338,2020-03-27,Manual Adjust
LT0003974,CUST000839,221,2021-12-25,Manual Adjust
LT0003975,CUST002016,276,2021-09-04,Order Earn
LT0003976,CUST002348,71,2021-10-21,Manual Adjust
LT0003977,CUST000913,375,2023-03-19,Promo Bonus
LT0003978,CUST000078,248,2021-11-20,Order Earn
LT0003979,CUST000575,257,2023-09-09,Manual Adjust
LT0003980,CUST000005,349,2020-12-11,Promo Bonus
LT0003981,CUST001108,402,2020-10-28,Order Earn
LT0003982,CUST000956,-98,2020-07-03,Promo Bonus
LT0003983,CUST002173,443,2023-05-14,Order Redeem
LT0003984,CUST001361,-74,2022-12-02,Promo Bonus
LT0003985,CUST000072,4,2022-08-17,Order Redeem
LT0003986,CUST001279,85,2020-11-10,Order Earn
LT0003987,CUST000932,474,2020-07-16,Manual Adjust
LT0003988,CUST001884,-75,2022-08-22,Promo Bonus
LT0003989,CUST002182,262,2022-06-13,Manual Adjust
LT0003990,CUST001486,13,2023-06-02,Promo Bonus
LT0003991,CUST000466,-75,2023-09-06,Promo Bonus
LT0003992,CUST000274,477,2022-11-17,Manual Adjust
LT0003993,CUST001095,426,2023-11-07,Order Redeem
LT0003994,CUST000826,220,2020-01-08,Order Redeem
LT0003995,CUST002484,315,2021-10-17,Manual Adjust
LT0003996,CUST002107,279,2024-07-08,Promo Bonus
LT0003997,CUST000435,174,2023-03-14,Manual Adjust
LT0003998,CUST000652,41,2021-05-16,Order Redeem
LT0003999,CUST000690,88,2022-05-29,Order Earn
LT0004000,CUST001477,331,2024-01-19,Manual Adjust
LT0004001,CUST001147,295,2020-12-05,Manual Adjust
LT0004002,CUST001721,42,2022-09-11,Promo Bonus
LT0004003,CUST002115,141,2021-03-05,Order Earn
LT0004004,CUST001817,317,2021-01-29,Order Earn
LT0004005,CUST001573,-74,2022-04-05,Order Redeem
LT0004006,CUST002419,246,2021-03-13,Order Earn
LT0004007,CUST001522,449,2020-07-07,Order Earn
LT0004008,CUST001920,403,2023-01-12,Order Redeem
LT0004009,CUST001208,335,2024-05-14,Order Redeem
LT0004010,CUST001563,275,2024-08-13,Promo Bonus
